fecha,articulo,cantidad,transacciones,venta_pen,fuente_suministro,costo,lt
2023-08-10,dtx-117,4.0,1,781.23,aisin - japon,500.37,6.0
2023-09-30,sddw-485,2.0,1,98.08,seco - embragues,74.85,4.0
2024-04-30,a-1946,4.0,1,70.83,sin definicion,41.44,0.0
2024-11-09,s-polos,5.0,1,0.0,sin definicion,35.42,0.0
2024-07-22,c-7929,12.0,1,136.66,sin definicion,81.290004,0.0
2024-01-15,aat-017,2.0,1,1315.52,aisin - japon,651.18,6.0
2024-10-23,aat-018,1.0,1,1592.8,aisin - japon,739.6,6.0
2024-07-03,aat-018,2.0,1,3248.31,aisin - japon,1479.2,6.0
2023-09-09,aat-017,1.0,1,661.34,aisin - japon,337.9,6.0
2024-11-06,szd027u,3.0,1,316.97,exedy - japon,244.929999,
2024-08-31,ty655183u,20.0,1,13347.45,exedy - japon,10072.92,
2024-12-03,mfd067u,1.0,1,472.97,exedy - japon,371.7,
2024-07-22,c-1121,12.0,1,129.43,sakura filter,63.200004,6.0
2024-07-22,fc-1806,12.0,1,182.7,sakura filter,95.690004,6.0
2023-08-23,f-1111,10.0,1,120.07,sakura filter,63.46,6.0
2023-11-21,c-5706,6.0,1,259.24,sakura filter,160.759998,6.0
2023-11-03,aat-017,2.0,1,1355.03,aisin - japon,675.81,6.0
2023-11-20,aat-017,2.0,1,1343.64,aisin - japon,675.81,6.0
2024-01-31,aat-018,1.0,1,1615.68,aisin - japon,739.6,6.0
2023-08-04,aat-017,1.0,1,657.78,aisin - japon,337.9,6.0
2023-10-10,aat-018,1.0,1,1625.85,aisin - japon,748.67,6.0
2023-08-23,f-17011,2.0,1,50.45,sakura filter,28.58,6.0
2024-09-20,a-1517,2.0,1,49.06,sakura filter,20.67,6.0
2024-09-23,a-71590,1.0,1,186.42,sakura filter,86.18,6.0
2024-09-20,eo-10060,4.0,1,90.21,sakura filter,43.66,6.0
2024-04-30,ef-1509,10.0,1,256.3,sakura filter,115.0,6.0
2023-07-26,paw68a500usr,15.0,1,1924.18,prextoline - usa,1876.579995,4.0
2023-12-16,44209,72.0,1,901.99,versachem - usa,621.349992,1.0
2024-11-07,99939,12.0,1,123.23,versachem - usa,81.18,1.0
2024-04-11,11109,12.0,1,108.29,versachem - usa,76.299996,1.0
2024-09-23,a-61530,6.0,1,172.38,sakura filter,51.81,6.0
2024-07-22,f-1111,20.0,1,241.09,sakura filter,78.77,6.0
2024-04-30,eo-2404,3.0,1,55.79,sakura filter,21.260001,6.0
2024-04-30,fc-2205,3.0,1,134.76,sakura filter,64.599999,6.0
2023-08-04,a-68380,2.0,1,287.18,sakura filter,156.09,6.0
2024-05-07,as-1024-s,2.0,1,278.59,sakura filter,133.49,6.0
2024-07-19,a-22380-s,2.0,1,559.17,sakura filter,284.24,6.0
2024-03-30,a-38012,6.0,1,91.76,sakura filter,59.680002,6.0
2024-07-11,a-38050-s,4.0,1,714.42,sakura filter,415.64,6.0
2024-10-28,a-38400,2.0,1,23.56,sakura filter,12.41,6.0
2023-09-09,a-38030-s,4.0,1,774.93,sakura filter,435.47,6.0
2024-12-12,o-1006,6.0,1,165.22,sakura filter,80.82,6.0
2023-09-28,c-1122,8.0,1,154.54,sakura filter,72.59,6.0
2024-01-19,c-1011,10.0,1,66.61,sakura filter,36.72,6.0
2023-09-28,ef-18050,4.0,1,123.62,sakura filter,63.91,6.0
2024-10-24,a-1126-s,40.0,1,2165.05,sakura filter,739.42,6.0
2023-11-13,a-1126-s,160.0,1,5966.39,sakura filter,3199.38,6.0
2023-08-07,a-1126,45.0,1,1399.23,sakura filter,602.01999,6.0
2023-09-15,a-1126-s,80.0,1,3298.15,sakura filter,1523.9,6.0
2024-09-20,a-1812,1.0,1,17.59,sakura filter,7.98,6.0
2024-02-09,a-1818,2.0,1,25.47,sakura filter,12.09,6.0
2024-09-20,a-1816,2.0,1,38.15,sakura filter,24.67,6.0
2024-09-20,a-1728,1.0,1,21.76,sakura filter,10.55,6.0
2024-02-09,a-1728,1.0,1,22.35,sakura filter,9.58,6.0
2024-09-20,a-1718,2.0,1,50.23,sakura filter,25.14,6.0
2024-09-20,a-1127,1.0,1,27.38,sakura filter,11.72,6.0
2024-09-20,a-1111,1.0,1,27.16,sakura filter,12.29,6.0
2024-09-20,a-1116,1.0,1,31.88,sakura filter,12.74,6.0
2024-09-20,a-1109,1.0,1,23.33,sakura filter,11.4,6.0
2024-12-12,fc-2904,12.0,1,261.17,sakura filter,128.030004,6.0
2024-01-08,fc-2904,12.0,1,265.78,sakura filter,137.840004,6.0
2024-01-08,eo-65090,6.0,1,61.39,sakura filter,31.450002,6.0
2024-12-12,c-1735,1.0,1,55.2,sakura filter,32.8,6.0
2024-01-31,a-33740,2.0,1,79.54,sakura filter,31.42,6.0
2024-01-31,a-33880,1.0,1,11.97,sakura filter,7.15,6.0
2024-03-30,a-65800,6.0,1,111.63,sakura filter,57.220002,6.0
2024-08-31,a-33740,4.0,1,156.49,sakura filter,63.56,6.0
2023-10-31,c-5102,5.0,1,124.23,sakura filter,50.39,6.0
2023-10-31,ef-5102,5.0,1,269.99,sakura filter,120.56,6.0
2023-10-31,fc-1806,5.0,1,78.98,sakura filter,39.37,6.0
2023-06-30,a-1331-s,6.0,1,1299.58,sakura filter,312.139998,6.0
2024-12-11,eo-1802,100.0,1,1317.06,sakura filter,599.92,6.0
2023-06-21,eo-19030,8.0,1,56.14,sakura filter,42.38,6.0
2023-09-25,f-22130,20.0,1,654.89,sakura filter,388.18,6.0
2023-07-31,f-1507,12.0,1,113.57,sakura filter,57.099996,6.0
2024-09-23,a-1177,3.0,1,177.53,sakura filter,95.97,6.0
2023-09-30,26560143,6.0,1,196.91,sakura filter,87.040002,6.0
2023-09-30,a-8652-s,3.0,1,656.43,sakura filter,297.15,6.0
2024-07-22,a-58370,10.0,1,91.37,sakura filter,43.81,6.0
2024-09-20,a-33430,13.0,1,205.18,sakura filter,104.820001,6.0
2023-10-30,a-68510-s,2.0,1,420.02,sakura filter,215.92,6.0
2024-05-11,f-11141,12.0,1,388.56,sakura filter,156.669996,6.0
2024-11-28,f-11141,2.0,1,65.68,sakura filter,25.49,6.0
2024-08-28,fc-1104,2.0,1,39.13,sakura filter,14.99,6.0
2024-01-15,a-71420-s,4.0,1,839.29,sakura filter,509.48,6.0
2024-09-20,a-58370,20.0,1,183.09,sakura filter,106.73,6.0
2024-02-09,a-3306,1.0,1,17.81,sakura filter,8.49,6.0
2024-02-09,a-58370,10.0,1,94.08,sakura filter,49.36,6.0
2024-05-27,a-3301,20.0,1,235.11,sakura filter,85.3,6.0
2024-09-20,c-1013,6.0,1,61.78,sakura filter,36.490002,6.0
2024-01-08,as-5628-s,3.0,1,196.13,sakura filter,90.369999,6.0
2024-12-12,as-5628-s,2.0,1,137.6,sakura filter,65.54,6.0
2023-11-28,eo-53880,3.0,1,49.33,sakura filter,21.890001,6.0
2023-11-28,ik16tt#4,8.0,1,235.11,denso - bujias - japon,171.48,3.0
2023-10-19,a-33450,4.0,1,170.48,sakura filter,71.34,6.0
2024-12-23,a-33450,10.0,1,407.87,sakura filter,176.72,6.0
2024-12-17,a-33450,10.0,1,411.7,sakura filter,176.72,6.0
2024-11-18,a-33411,4.0,1,112.65,sakura filter,41.48,6.0
2023-07-18,a-3308,2.0,1,47.2,sakura filter,21.09,6.0
2024-12-31,a-6304-s,1.0,1,146.95,sakura filter,73.98,6.0
2024-01-09,a-33450,4.0,1,162.82,sakura filter,71.34,6.0
2024-09-05,a-58410-s,1.0,1,233.02,sakura filter,139.07,6.0
2023-07-18,a-8647-s,3.0,1,485.84,sakura filter,282.519999,6.0
2023-07-11,a-58370,20.0,1,177.81,sakura filter,103.23,6.0
2023-10-19,a-5903,8.0,1,315.03,sakura filter,187.58,6.0
2024-11-18,a-5903,4.0,1,154.87,sakura filter,88.37,6.0
2023-06-05,a-1092,2.0,1,40.57,sakura filter,17.95,6.0
2024-08-16,a-25440,2.0,1,46.3,sakura filter,19.03,6.0
2024-03-14,a-7926,3.0,1,391.99,sakura filter,214.179999,6.0
2024-03-14,a-7101-s,3.0,1,606.63,sakura filter,379.599999,6.0
2024-03-13,a-5101,30.0,1,422.74,sakura filter,218.03001,6.0
2023-06-08,ef-15130,25.0,1,926.29,sakura filter,574.19,6.0
2024-07-17,a-45100-s,30.0,1,2086.41,sakura filter,987.36999,6.0
2023-11-09,a-45100-s,10.0,1,708.9,sakura filter,341.81,6.0
2023-09-11,a-45200-s,20.0,1,2033.02,sakura filter,1006.24,6.0
2023-10-27,a-5149-s,7.0,1,448.15,sakura filter,192.930003,6.0
2023-07-31,a-45100-s,4.0,1,266.3,sakura filter,136.72,6.0
2023-10-05,a-17920,5.0,1,102.25,sakura filter,63.03,6.0
2024-01-25,a-17920,4.0,1,80.54,sakura filter,49.9,6.0
2024-08-31,a-17920,5.0,1,101.7,sakura filter,62.38,6.0
2024-04-05,a-17860,5.0,1,190.66,sakura filter,94.34,6.0
2024-11-30,f-1507,12.0,1,113.51,sakura filter,54.9,6.0
2024-08-29,f-1507,12.0,1,113.45,sakura filter,48.579996,6.0
2024-04-05,f-1507,12.0,1,111.69,sakura filter,57.680004,6.0
2024-11-30,eo-26330,2.0,1,69.96,sakura filter,30.55,6.0
2023-11-17,q16r-u11,96.0,1,521.71,denso - bujias - japon,351.96,3.0
2023-11-28,q16r-u11,96.0,1,515.76,denso - bujias - japon,351.96,3.0
2023-11-17,ik16tt#4,8.0,1,237.82,denso - bujias - japon,171.48,3.0
2023-11-28,k16tr11,96.0,1,718.99,denso - bujias - japon,498.590016,3.0
2023-11-17,k16tr11,96.0,1,727.28,denso - bujias - japon,498.590016,3.0
2023-10-12,rov1040025,25.0,1,388.26,rover - usa,256.34,4.0
2024-07-25,rovatfd025,48.0,1,737.65,rover - usa,449.46,4.0
2024-01-29,rovatfd025,48.0,1,737.7,rover - usa,463.779984,4.0
2024-01-31,rov2050025,48.0,1,774.69,rover - usa,460.59,4.0
2024-07-18,ef-15130,6.0,1,227.18,sakura filter,112.62,6.0
2024-11-04,eo-13070,4.0,1,95.32,sakura filter,47.23,6.0
2023-11-22,aat-017,2.0,1,1332.96,aisin - japon,675.81,6.0
2024-01-31,aat-017,1.0,1,678.6,aisin - japon,325.59,6.0
2024-08-13,tn-128,2.0,1,34.62,toyo - japon,31.48,4.0
2024-08-13,tm-171,2.0,1,161.53,toyo - japon,96.71,4.0
2024-08-13,tn-130,2.0,1,70.63,toyo - japon,47.62,4.0
2024-08-13,tis-162,2.0,1,100.91,toyo - japon,71.63,4.0
2024-08-13,tt-123,4.0,1,120.5,toyo - japon,83.44,4.0
2024-08-31,a-45100-s,60.0,1,4200.83,sakura filter,1974.75,6.0
2024-02-29,a-1331-s,4.0,1,366.83,sakura filter,202.61,6.0
2023-12-14,fc-1104,12.0,1,184.75,sakura filter,113.889996,6.0
2023-11-22,a-5113-s,4.0,1,681.74,sakura filter,323.63,6.0
2023-08-04,a-8647-s,2.0,1,443.04,sakura filter,187.27,6.0
2023-06-19,a-8647-s,2.0,1,327.43,sakura filter,188.35,6.0
2023-10-31,a-1841-s,1.0,1,162.36,sakura filter,74.33,6.0
2024-03-20,a-8647-s,3.0,1,583.41,sakura filter,297.75,6.0
2024-03-20,a-53030,6.0,1,1940.3,sakura filter,1194.310002,6.0
2024-04-19,a-5570-s,12.0,1,351.82,sakura filter,155.379996,6.0
2023-06-07,a-5639,2.0,1,244.05,sakura filter,128.64,6.0
2024-01-11,a-5653-s,2.0,1,320.17,sakura filter,177.33,6.0
2024-04-19,adex3h,1.0,1,180.87,novaquimica - peru,132.98,1.0
2024-09-12,novar#1,3.0,1,752.39,novaquimica - peru,547.340001,1.0
2023-07-31,adex3h,2.0,1,374.86,novaquimica - peru,264.79,1.0
2024-07-24,adex3h,2.0,1,401.28,novaquimica - peru,278.75,1.0
2024-05-14,s-polos,4.0,1,0.0,sin definicion,30.35,0.0
2023-07-19,ctx-107,2.0,1,426.84,aisin - japon,341.09,6.0
2023-08-18,sdhd-646,1.0,1,121.86,seco - embragues,92.59,4.0
2023-12-11,s-agenda,1.0,1,0.0,sin definicion,14.58,0.0
2024-05-07,a-5570-s,10.0,1,292.1,sakura filter,129.49,6.0
2023-09-16,a-5597,14.0,1,280.42,sakura filter,143.969994,6.0
2024-12-19,a-71380-s,2.0,1,264.42,sakura filter,121.63,6.0
2024-06-21,a-45100-s,4.0,1,269.73,sakura filter,131.65,6.0
2023-12-27,a-2709-s,2.0,1,175.41,sakura filter,104.31,6.0
2024-02-13,dt-063v,1.0,1,127.87,aisin - japon,82.36,6.0
2024-08-13,dt-123v,20.0,1,1397.18,aisin - japon,1043.69,6.0
2024-12-05,dt-123v,20.0,1,1457.96,aisin - japon,1113.58,6.0
2024-02-13,dt-123v,15.0,1,1060.84,aisin - japon,787.960005,6.0
2024-04-17,ct-011u,20.0,1,2036.6,aisin - japon,1494.29,6.0
2024-02-13,dt-036v,3.0,1,374.75,aisin - japon,198.279999,6.0
2024-08-13,opt-076,3.0,1,571.57,aisin - japon,405.489999,6.0
2024-04-17,opt-053,4.0,1,540.98,aisin - japon,397.15,6.0
2023-11-10,adex3h,3.0,1,550.26,novaquimica - peru,400.250001,1.0
2024-07-24,adex3h,3.0,1,554.15,novaquimica - peru,418.130001,1.0
2024-02-13,azul,3.0,1,216.39,novaquimica - peru,162.890001,1.0
2024-03-13,a-2709-s,3.0,1,263.05,sakura filter,156.579999,6.0
2023-07-31,a-42610,12.0,1,938.14,sakura filter,426.39,6.0
2024-12-31,f-1507,12.0,1,114.27,sakura filter,54.9,6.0
2023-09-30,f-13150,2.0,1,44.35,sakura filter,24.95,6.0
2023-09-30,f-13140,2.0,1,73.7,sakura filter,39.01,6.0
2024-10-29,27309,10.0,1,135.98,versachem - usa,100.66,1.0
2023-09-29,pcr5050500,12.0,1,2259.2,prextoline - usa,1043.46,4.0
2024-03-30,99939,144.0,1,1362.26,versachem - usa,1054.359936,1.0
2023-11-10,99939,12.0,1,123.55,versachem - usa,86.349996,1.0
2024-07-27,f-1507,12.0,1,114.09,sakura filter,48.579996,6.0
2024-06-06,ef-65030-s,12.0,1,528.89,sakura filter,226.490004,6.0
2024-07-22,a-5903,4.0,1,152.27,sakura filter,69.45,6.0
2024-04-30,a-59130,3.0,1,53.96,sakura filter,28.209999,6.0
2023-06-28,ca-1114,55.0,1,795.7,sakura filter,323.59998,6.0
2024-08-31,ca-1114,60.0,1,903.83,sakura filter,262.33002,6.0
2024-06-21,ca-1114,40.0,1,612.83,sakura filter,130.7,6.0
2024-06-17,a-25440,2.0,1,46.78,sakura filter,19.03,6.0
2023-10-13,a-25440,4.0,1,95.06,sakura filter,38.06,6.0
2024-10-07,a-61530,10.0,1,285.76,sakura filter,87.12,6.0
2023-12-12,a-61530,5.0,1,165.68,sakura filter,60.66,6.0
2023-11-13,a-61480,4.0,1,76.26,sakura filter,31.46,6.0
2023-08-21,a-5030-s,4.0,1,380.37,sakura filter,193.29,6.0
2024-07-08,a-5005-s,5.0,1,463.54,sakura filter,239.24,6.0
2023-11-10,opt-053,1.0,1,135.14,aisin - japon,99.29,6.0
2024-12-05,opt-076,3.0,1,570.5,aisin - japon,405.489999,6.0
2024-02-13,ctx-106,1.0,1,199.99,aisin - japon,140.75,6.0
2023-07-13,s-gorros,6.0,1,0.0,sin definicion,55.930002,0.0
2024-01-11,s-polos,2.0,1,0.0,sin definicion,20.64,0.0
2024-01-24,dt-123v,6.0,1,462.05,aisin - japon,315.18,6.0
2023-08-11,dtx-099,10.0,1,1807.85,aisin - japon,1143.75,6.0
2024-01-24,dtx-099,6.0,1,1107.42,aisin - japon,703.639998,6.0
2024-01-24,ct-011u,10.0,1,1161.5,aisin - japon,749.73,6.0
2024-09-05,dtx-099l,6.0,1,1015.55,aisin - japon,636.469998,6.0
2024-02-29,a-5101,8.0,1,131.03,sakura filter,58.14,6.0
2024-03-20,a-5597,15.0,1,298.91,sakura filter,154.92,6.0
2023-11-25,a-5597,22.0,1,442.66,sakura filter,227.779992,6.0
2024-08-21,a-5597,8.0,1,154.98,sakura filter,75.91,6.0
2024-09-17,a-5639,1.0,1,122.58,sakura filter,48.06,6.0
2023-11-28,w16ex-u,96.0,1,455.05,denso - bujias - japon,317.860032,3.0
2023-11-17,w16ex-u,96.0,1,460.3,denso - bujias - japon,317.860032,3.0
2023-11-17,xu22epr-u,40.0,1,350.34,denso - bujias - japon,244.84,3.0
2023-11-28,xu22epr-u,40.0,1,346.35,denso - bujias - japon,244.84,3.0
2024-01-31,fs-18290,32.0,1,1077.48,sakura filter,669.28,6.0
2023-06-27,a-45100-s,6.0,1,375.02,sakura filter,205.08,6.0
2024-09-24,a-13570,6.0,1,324.21,sakura filter,174.15,6.0
2024-11-28,a-42610,8.0,1,659.82,sakura filter,318.27,6.0
2023-11-29,a-4212-s,2.0,1,136.44,sakura filter,71.68,6.0
2023-07-24,a-45100-s,6.0,1,377.16,sakura filter,205.08,6.0
2024-01-31,a-1157,1.0,1,35.35,sakura filter,16.82,6.0
2024-01-31,a-1169,1.0,1,38.7,sakura filter,19.79,6.0
2023-10-31,a-7002,10.0,1,245.08,sakura filter,109.89,6.0
2023-06-21,ef-1002,4.0,1,90.76,sakura filter,59.63,6.0
2024-08-31,ef-1003,50.0,1,950.21,sakura filter,440.8,6.0
2024-11-30,ef-1002,4.0,1,93.18,sakura filter,59.4,6.0
2024-04-05,ef-1002,4.0,1,91.68,sakura filter,56.94,6.0
2024-10-15,f-1507,6.0,1,57.01,sakura filter,27.45,6.0
2024-04-05,fc-1009,3.0,1,75.69,sakura filter,40.029999,6.0
2023-09-11,fc-1009,4.0,1,101.82,sakura filter,54.17,6.0
2024-11-30,fc-1020,6.0,1,74.64,sakura filter,41.119998,6.0
2023-10-19,a-25440,2.0,1,47.97,sakura filter,19.03,6.0
2024-11-18,a-61480,4.0,1,76.52,sakura filter,26.96,6.0
2024-03-20,a-61530,5.0,1,162.64,sakura filter,49.93,6.0
2024-06-17,a-1178,2.0,1,27.15,sakura filter,7.77,6.0
2024-05-13,c-10026,19.0,1,260.3,sakura filter,118.620002,6.0
2023-08-25,a-76530-s,10.0,1,834.61,sakura filter,390.16,6.0
2023-07-21,a-7972,4.0,1,482.91,sakura filter,316.03,6.0
2024-08-14,a-76410-s,4.0,1,207.98,sakura filter,92.81,6.0
2024-05-14,fs-18290,32.0,1,1070.21,sakura filter,701.92,6.0
2024-08-14,fs-18291,32.0,1,1830.53,sakura filter,961.78,6.0
2023-06-21,fs-18290,32.0,1,807.27,sakura filter,608.3,6.0
2023-11-10,fs-18290,18.0,1,602.36,sakura filter,373.300002,6.0
2024-09-04,fs-18290,64.0,1,2192.22,sakura filter,1486.68,6.0
2023-10-30,a-5107-s,4.0,1,399.4,sakura filter,172.74,6.0
2024-08-28,a-45100-s,10.0,1,662.65,sakura filter,329.12,6.0
2023-06-27,ea-69220,30.0,1,651.85,sakura filter,363.72,6.0
2024-08-16,ef-1112,2.0,1,39.39,sakura filter,16.8,6.0
2024-11-20,mfc615,1.0,1,431.95,exedy - japon,336.74,
2024-12-03,mfc615,1.0,1,428.31,exedy - japon,336.74,
2024-11-20,hnc548,2.0,1,891.58,exedy - japon,695.34,
2024-12-10,isc600,2.0,1,495.88,exedy - japon,395.88,
2024-08-12,ty643168,7.0,1,4087.5,exedy - japon,2909.499999,
2024-01-31,ef-1112,3.0,1,60.28,sakura filter,30.849999,6.0
2023-06-21,ef-1003,50.0,1,915.1,sakura filter,486.29,6.0
2023-10-31,ef-1003,50.0,1,975.8,sakura filter,354.7,6.0
2023-10-31,ef-10080,12.0,1,374.55,sakura filter,147.249996,6.0
2024-08-22,fc-1104,6.0,1,123.93,sakura filter,44.980002,6.0
2024-04-05,ef-51040,6.0,1,246.78,sakura filter,138.490002,6.0
2023-09-25,fc-1003,3.0,1,53.07,sakura filter,25.86,6.0
2024-04-29,ef-51040,6.0,1,251.54,sakura filter,135.370002,6.0
2023-09-25,fc-1001,50.0,1,789.29,sakura filter,461.17,6.0
2024-03-26,a-76530-s,20.0,1,1672.15,sakura filter,707.75,6.0
2024-08-31,a-5541-s,45.0,1,2292.41,sakura filter,1347.93999,6.0
2023-07-31,a-17860,5.0,1,244.22,sakura filter,107.85,6.0
2023-07-21,a-5541-s,27.0,1,1261.62,sakura filter,715.030011,6.0
2023-06-08,f-1111,50.0,1,552.64,sakura filter,342.09,6.0
2024-03-22,f-1111,150.0,1,1646.65,sakura filter,745.78005,6.0
2023-12-30,f-1111,50.0,1,597.87,sakura filter,321.14,6.0
2024-10-29,a-1126,9.0,1,287.05,sakura filter,138.120003,6.0
2024-11-28,ef-1112,6.0,1,118.99,sakura filter,52.270002,6.0
2024-08-28,ef-1112,3.0,1,59.26,sakura filter,25.209999,6.0
2024-01-31,ef-10080,12.0,1,310.23,sakura filter,147.249996,6.0
2024-11-28,ef-10080,12.0,1,306.08,sakura filter,146.01,6.0
2024-02-29,ef-1301,4.0,1,115.85,sakura filter,41.96,6.0
2024-12-20,a-57270-s,1.0,1,238.73,sakura filter,154.58,6.0
2023-08-11,a-5570-s,10.0,1,300.16,sakura filter,166.96,6.0
2023-08-29,a-5570-s,10.0,1,301.88,sakura filter,166.96,6.0
2023-07-27,a-5573-s,2.0,1,322.31,sakura filter,154.46,6.0
2024-02-15,a-5597,6.0,1,125.19,sakura filter,62.119998,6.0
2024-08-31,a-28820,8.0,1,142.76,sakura filter,53.74,6.0
2024-08-13,a-28930,5.0,1,126.91,sakura filter,63.41,6.0
2023-10-05,a-28640,5.0,1,80.9,sakura filter,44.36,6.0
2024-05-15,a-28790,8.0,1,106.14,sakura filter,54.79,6.0
2024-09-18,eo-13070,4.0,1,94.37,sakura filter,47.23,6.0
2024-09-18,ef-2636,2.0,1,57.61,sakura filter,28.7,6.0
2024-09-18,eo-17030,6.0,1,58.41,sakura filter,22.65,6.0
2024-09-18,eo-2404,2.0,1,36.12,sakura filter,13.92,6.0
2024-08-31,a-1198,2.0,1,67.24,sakura filter,30.13,6.0
2023-08-14,a-1198,5.0,1,165.15,sakura filter,70.99,6.0
2024-10-07,a-1178,2.0,1,26.85,sakura filter,8.49,6.0
2023-10-19,a-12340,2.0,1,38.95,sakura filter,18.66,6.0
2024-09-09,a-1198,2.0,1,67.79,sakura filter,30.13,6.0
2023-10-31,eo-10060,6.0,1,146.22,sakura filter,55.390002,6.0
2024-10-02,fc-10290,6.0,1,203.97,sakura filter,105.39,6.0
2024-04-05,a-71260-s,4.0,1,1019.31,sakura filter,585.76,6.0
2023-06-21,fc-10290,6.0,1,192.47,sakura filter,93.06,6.0
2023-08-23,ef-10080,12.0,1,343.44,sakura filter,144.15,6.0
2024-02-05,ef-1301,6.0,1,175.22,sakura filter,73.489998,6.0
2024-11-28,ef-13070,6.0,1,159.55,sakura filter,67.8,6.0
2024-12-31,ef-1003,4.0,1,76.42,sakura filter,33.36,6.0
2024-03-13,ef-1003,4.0,1,107.97,sakura filter,29.04,6.0
2023-11-10,a-5903,4.0,1,154.46,sakura filter,87.78,6.0
2024-10-10,as-1825,45.0,1,1505.58,sakura filter,649.300005,6.0
2024-05-14,as-1825,18.0,1,594.04,sakura filter,260.980002,6.0
2023-12-04,as-1825,20.0,1,697.14,sakura filter,341.89,6.0
2023-07-27,as-1825,9.0,1,316.22,sakura filter,138.69,6.0
2024-02-17,fc-1022,215.0,1,3684.05,sakura filter,1739.130055,6.0
2024-04-05,ef-83030-s,3.0,1,225.89,sakura filter,130.880001,6.0
2024-08-31,a-76530-s,50.0,1,4228.84,sakura filter,1963.47,6.0
2024-11-18,a-8506-s,40.0,1,2346.06,sakura filter,1147.47,6.0
2024-03-26,a-8506-s,30.0,1,1713.34,sakura filter,776.88,6.0
2024-01-29,a-1812,3.0,1,53.31,sakura filter,23.949999,6.0
2024-01-30,ca-2807,5.0,1,63.73,sakura filter,24.92,6.0
2024-10-24,paw68a500,5.0,1,620.84,prextoline - lubricantes,407.47,2.0
2024-05-30,pk1540ci500,1.0,1,229.56,prextoline - lubricantes,151.34,2.0
2024-02-29,paw68a500,10.0,1,1287.11,prextoline - lubricantes,872.68,2.0
2024-05-31,paw68a500,4.0,1,534.31,prextoline - lubricantes,325.77,2.0
2024-05-31,p85140500,2.0,1,540.69,prextoline - lubricantes,425.05,2.0
2023-11-21,ca-28210-s,2.0,1,18.0,sakura filter,7.13,6.0
2023-11-13,ca-28380,2.0,1,28.56,sakura filter,11.49,6.0
2024-05-07,ca-28330,4.0,1,56.88,sakura filter,23.13,6.0
2024-11-18,a-1178,4.0,1,54.71,sakura filter,18.66,6.0
2024-09-19,eo-10060,6.0,1,142.92,sakura filter,65.49,6.0
2024-11-05,eo-10060,6.0,1,143.3,sakura filter,64.669998,6.0
2024-11-05,f-11140,4.0,1,113.86,sakura filter,45.33,6.0
2023-12-13,a-90310,4.0,1,62.07,sakura filter,31.21,6.0
2023-06-30,ef-13070,12.0,1,723.09,sakura filter,173.870004,6.0
2023-06-30,ef-1112,12.0,1,564.49,sakura filter,126.06,6.0
2024-06-18,a-28600,2.0,1,54.06,sakura filter,23.61,6.0
2024-06-18,a-28570,2.0,1,51.4,sakura filter,22.61,6.0
2024-09-27,a-5653-s,2.0,1,323.03,sakura filter,179.84,6.0
2024-11-04,ca-18120,4.0,1,41.07,sakura filter,22.4,6.0
2023-08-31,ca-18120,8.0,1,80.42,sakura filter,38.17,6.0
2024-01-19,c-2906,6.0,1,90.37,sakura filter,52.65,6.0
2023-11-27,c-2906,6.0,1,90.3,sakura filter,50.43,6.0
2023-11-10,a-1880,3.0,1,61.28,sakura filter,24.39,6.0
2024-08-14,a-1880,10.0,1,175.73,sakura filter,78.01,6.0
2023-12-30,fc-2904,150.0,1,2737.56,sakura filter,1723.05,6.0
2023-07-27,fc-1807,50.0,1,755.52,sakura filter,393.94,6.0
2023-12-28,a-28820,6.0,1,105.46,sakura filter,39.919998,6.0
2024-05-15,a-29400,5.0,1,147.82,sakura filter,75.54,6.0
2023-10-05,a-17990,2.0,1,39.75,sakura filter,21.94,6.0
2024-08-22,ca-10150,60.0,1,988.53,sakura filter,392.25,6.0
2023-09-07,ca-1114,60.0,1,893.7,sakura filter,353.02002,6.0
2024-05-22,c-1008,12.0,1,294.98,sakura filter,151.310004,6.0
2024-08-29,c-1007,6.0,1,301.27,sakura filter,161.209998,6.0
2024-03-13,ef-1002,2.0,1,57.42,sakura filter,28.47,6.0
2024-11-28,ef-1003,6.0,1,114.4,sakura filter,49.429998,6.0
2024-03-25,a-71420-s,2.0,1,419.42,sakura filter,254.64,6.0
2023-12-27,a-71380-s,4.0,1,522.69,sakura filter,238.01,6.0
2024-11-21,a-71420-s,7.0,1,1509.33,sakura filter,911.879997,6.0
2024-05-13,a-5597-s,18.0,1,557.13,sakura filter,253.740006,6.0
2024-02-29,a-5675-s,10.0,1,873.61,sakura filter,408.51,6.0
2024-01-29,a-5668-s,4.0,1,717.14,sakura filter,294.03,6.0
2024-08-31,a-8579-s,10.0,1,2621.51,sakura filter,942.97,6.0
2024-11-05,a-5107-s,6.0,1,618.18,sakura filter,212.590002,6.0
2023-09-18,a-5101,8.0,1,128.41,sakura filter,55.73,6.0
2023-06-21,c-1121,12.0,1,125.75,sakura filter,85.77,6.0
2024-04-05,fc-1806,6.0,1,89.95,sakura filter,48.229998,6.0
2024-05-31,ca-11380,100.0,1,1024.12,sakura filter,332.57,6.0
2023-07-31,ca-1402,10.0,1,113.9,sakura filter,41.94,6.0
2023-09-07,ca-11380,60.0,1,607.11,sakura filter,209.44998,6.0
2023-09-07,ca-1809-s,5.0,1,72.16,sakura filter,30.06,6.0
2024-12-12,sfc-5706,5.0,1,137.19,sakura filter,75.42,6.0
